age,revenu_mensuel,statut_marital,nombre_experiences_precedentes,annees_dans_l_entreprise,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,augementation_salaire_precedente,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,genre_m,heure_supplementaires_oui,domaine_etude_entrepreunariat,domaine_etude_infra & cloud,domaine_etude_marketing,domaine_etude_ressources humaines,domaine_etude_transformation digitale,poste_departement_cadre commercial_commercial,poste_departement_consultant_consulting,poste_departement_directeur technique_consulting,poste_departement_manager_consulting,poste_departement_représentant commercial_commercial,poste_departement_ressources humaines_ressources humaines,poste_departement_senior manager_commercial,poste_departement_senior manager_consulting,poste_departement_senior manager_ressources humaines,poste_departement_tech lead_consulting
49,10965,0,8,5,2,2,3,3,3,0.24,0,2,7,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,4936,1,4,7,3,3,4,3,2,0.11,1,2,14,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
36,2543,1,4,2,4,3,3,2,3,0.13,1,3,2,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,5304,0,8,5,1,4,4,2,2,0.13,0,3,19,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
55,16659,0,2,5,3,3,4,3,3,0.13,0,2,2,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
24,4260,2,1,5,4,3,3,4,4,0.12,1,2,10,4,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
30,2476,1,1,1,3,3,2,1,3,0.18,1,3,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,3102,0,0,6,3,3,1,3,3,0.22,0,2,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2244,1,1,2,1,3,2,4,3,0.13,1,1,11,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,7596,1,1,10,2,2,3,2,3,0.13,2,2,2,2,1,9,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
30,2285,0,9,1,3,3,4,3,3,0.23,0,4,4,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3034,2,1,18,4,3,1,3,2,0.12,1,2,14,3,1,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
40,5715,2,7,5,4,3,2,3,3,0.12,2,5,2,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
42,2576,2,3,5,2,3,1,2,3,0.16,1,5,1,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
37,4197,0,2,1,3,3,2,4,2,0.12,0,2,10,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
43,14336,2,1,25,1,2,2,3,3,0.11,1,3,12,3,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
40,3448,1,6,1,2,2,3,2,3,0.22,1,3,2,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
54,19406,1,4,4,1,3,1,3,2,0.11,1,4,5,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
34,6538,1,9,3,3,3,3,1,3,0.15,1,3,4,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
31,4306,1,1,13,2,3,1,2,1,0.12,1,5,7,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
43,2258,1,7,3,4,3,4,1,3,0.2,1,1,21,3,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
43,4522,2,4,5,3,3,3,4,3,0.14,0,3,8,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,4487,0,1,5,2,2,4,2,3,0.11,0,3,4,2,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
37,4449,1,3,13,2,3,3,1,3,0.15,2,2,25,5,0,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,2218,1,1,4,4,2,1,3,3,0.12,1,3,1,2,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
39,19197,2,1,21,2,3,3,3,3,0.14,1,3,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
56,13212,1,9,7,3,4,1,4,2,0.11,3,0,6,3,2,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
30,6577,0,0,5,2,3,3,2,3,0.11,0,6,12,3,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41,8392,1,1,10,2,4,1,3,3,0.16,1,2,1,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
28,4558,2,1,10,3,3,1,4,3,0.12,1,2,17,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
25,4031,1,5,2,1,3,1,3,3,0.13,1,5,3,3,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
52,7969,1,2,5,4,2,3,3,3,0.14,0,4,3,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
45,2654,1,3,2,1,3,4,4,2,0.21,2,3,10,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,16555,1,2,5,4,3,4,4,1,0.13,0,2,4,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
42,4556,2,2,5,1,3,3,2,3,0.11,1,3,29,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6091,0,2,5,3,1,4,3,3,0.2,0,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
60,19566,1,5,29,1,3,1,4,1,0.11,0,5,7,3,1,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
46,4810,2,2,10,3,3,3,3,2,0.14,1,5,18,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
42,4523,1,0,6,4,2,4,4,4,0.11,3,4,28,4,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,3202,0,1,5,1,3,2,2,3,0.16,0,4,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,2351,2,0,2,4,1,3,4,2,0.16,1,3,6,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
38,1702,1,1,1,4,3,4,3,3,0.23,1,3,2,2,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
40,18041,1,0,20,3,3,3,4,3,0.14,0,2,2,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
26,2886,2,1,3,1,3,4,2,1,0.22,2,3,23,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2097,1,4,5,3,3,4,3,1,0.15,1,3,3,3,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
29,11935,1,1,10,2,2,3,3,3,0.18,0,2,3,4,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29,2546,1,5,2,3,2,2,2,4,0.16,0,2,25,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2564,0,1,1,1,2,4,3,4,0.12,0,3,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,8412,1,0,9,3,3,1,3,3,0.11,0,3,22,4,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57,14118,2,3,1,1,2,4,3,2,0.12,1,3,29,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50,17046,1,0,27,2,2,3,2,3,0.15,1,2,29,4,1,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30,2564,0,0,11,3,3,4,3,2,0.14,0,2,2,3,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
60,10266,1,4,18,3,2,1,4,4,0.19,0,5,28,3,2,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
47,5070,2,5,5,1,3,4,3,3,0.13,3,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
46,17861,1,6,3,1,3,3,3,1,0.13,0,2,2,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
35,4230,0,0,5,4,1,3,3,3,0.15,0,2,22,3,1,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
54,3780,0,7,1,3,3,3,3,3,0.11,0,3,8,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
34,2768,2,3,7,4,2,3,3,3,0.12,1,3,2,4,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46,9071,1,2,3,3,2,4,3,3,0.19,1,3,10,3,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
31,10648,2,1,13,3,3,2,4,4,0.25,1,6,9,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
33,13610,1,7,7,2,3,3,4,4,0.12,0,2,15,1,1,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
33,3408,2,7,4,1,1,4,1,3,0.13,3,2,10,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
30,2983,0,0,3,4,3,2,1,3,0.14,0,3,7,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
35,7632,1,4,8,4,3,3,3,3,0.12,0,2,16,3,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
31,9824,1,3,1,1,3,3,1,3,0.12,0,2,20,3,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
34,9950,2,9,3,2,3,1,3,3,0.15,3,2,23,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
42,2093,1,4,2,2,3,3,4,3,0.17,1,4,5,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36,9980,0,1,10,2,3,4,4,2,0.14,0,3,10,4,0,9,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
22,3894,0,5,2,3,2,3,3,3,0.16,0,3,4,1,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48,4051,1,2,9,2,3,4,1,3,0.14,1,2,2,5,1,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
55,16835,0,3,10,1,3,2,4,3,0.23,0,2,18,5,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
41,6230,0,7,14,4,3,4,4,3,0.14,0,3,10,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
35,4717,1,9,11,2,3,3,3,3,0.11,0,2,1,3,1,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
40,13237,0,7,20,2,3,3,3,3,0.15,0,3,6,3,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
39,3755,1,1,8,3,3,3,1,3,0.11,1,3,8,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
31,6582,0,4,6,2,3,4,3,4,0.13,0,2,2,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
42,7406,1,1,10,4,3,1,4,2,0.21,1,5,24,3,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
45,4805,1,0,8,4,3,2,2,4,0.19,1,3,2,3,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,2741,2,0,7,2,3,3,2,2,0.11,1,2,17,4,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
29,4262,2,4,3,4,3,4,2,4,0.12,2,2,19,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,16184,2,4,6,1,4,3,3,3,0.19,1,2,1,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
31,11557,2,9,5,3,2,4,3,2,0.21,1,3,7,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18,1878,0,1,0,2,3,2,4,3,0.14,0,3,5,3,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
40,10932,2,3,1,3,1,1,3,3,0.15,1,2,28,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41,6811,0,2,8,1,2,3,1,3,0.17,0,3,2,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,4306,2,5,0,1,3,3,1,3,0.12,2,5,29,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
35,4859,0,1,5,1,3,3,4,3,0.16,0,3,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
34,5337,0,1,10,4,4,4,4,3,0.12,0,3,21,4,1,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
26,2340,0,1,1,3,1,4,2,1,0.18,0,3,24,3,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37,7491,0,4,6,2,3,4,4,4,0.17,0,3,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,10527,1,5,2,1,3,3,4,2,0.11,0,3,18,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
41,16595,1,7,18,2,3,1,2,3,0.16,1,2,2,5,1,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
37,8834,2,1,9,1,3,2,4,3,0.13,1,6,9,4,0,7,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
52,5577,2,3,10,4,3,1,2,3,0.12,2,3,6,2,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,4707,1,8,4,4,4,3,4,3,0.12,0,2,11,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,2400,1,0,2,4,3,4,3,3,0.13,2,3,24,3,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
38,9824,1,3,1,3,3,3,3,3,0.19,1,4,10,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
37,6447,1,6,6,2,3,2,2,2,0.12,1,2,1,4,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
49,19502,2,1,31,4,2,3,3,3,0.17,1,5,18,4,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
24,2725,1,1,6,2,4,4,2,3,0.11,2,3,23,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,6272,1,1,5,1,3,2,4,4,0.2,2,5,28,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24,2127,1,1,1,4,2,2,4,3,0.21,1,2,17,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,18200,1,1,32,1,3,2,3,3,0.11,1,2,3,3,2,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25,2096,1,1,7,2,3,3,3,3,0.11,0,1,13,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24,2886,1,1,6,1,3,3,4,3,0.16,1,4,7,3,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
30,2033,1,1,1,2,2,1,3,4,0.18,1,2,12,4,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
34,3622,1,1,6,2,2,4,4,3,0.13,1,3,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4233,2,2,3,2,3,1,3,1,0.17,0,2,13,4,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
35,3681,0,4,3,1,2,4,4,3,0.14,0,3,25,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,5460,2,4,7,1,4,4,4,4,0.22,2,4,6,4,1,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
27,2187,2,0,5,1,2,3,3,2,0.12,2,5,6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37,9602,1,4,3,4,3,3,3,2,0.11,1,3,2,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20,2836,0,1,1,4,2,2,4,4,0.13,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42,4089,1,1,10,3,3,4,2,3,0.13,2,4,2,4,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
43,16627,2,4,1,2,2,4,3,2,0.14,1,3,6,4,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38,2619,0,3,0,3,3,1,4,2,0.17,0,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,5679,2,3,8,4,3,3,2,3,0.13,1,3,9,5,2,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
48,15402,1,7,3,4,2,1,1,1,0.11,1,3,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
44,5985,0,4,2,1,2,3,2,4,0.11,0,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
34,2579,2,1,8,3,3,3,4,3,0.18,2,3,14,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,3041,2,0,4,3,3,1,2,3,0.11,1,3,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
21,3447,0,1,3,3,3,3,3,3,0.11,0,2,22,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,19513,1,4,2,4,3,4,1,4,0.12,1,2,3,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,2773,1,0,2,1,3,3,4,3,0.2,0,3,6,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33,7104,2,0,5,3,3,3,4,3,0.12,0,3,8,4,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
32,6322,1,1,6,1,3,4,4,2,0.12,1,2,9,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2083,2,1,1,3,3,3,3,3,0.2,1,2,3,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,8381,0,7,14,4,3,1,4,4,0.2,0,2,1,1,1,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
34,2691,1,1,10,2,3,4,4,2,0.12,1,4,1,5,1,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45,4286,1,2,1,1,3,1,4,3,0.14,2,4,26,4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
26,2659,1,1,3,3,3,4,3,3,0.13,1,2,6,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
37,9434,1,1,10,3,3,3,3,3,0.15,1,2,3,3,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,5561,1,1,6,2,3,3,1,2,0.14,1,5,3,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
35,6646,0,1,17,2,1,4,2,3,0.13,0,3,6,4,1,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,7725,2,3,13,3,3,4,3,1,0.23,1,2,6,3,2,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
54,10725,1,2,9,3,3,2,3,4,0.15,1,1,19,4,1,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
36,8847,2,2,3,2,2,2,3,3,0.11,1,2,9,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
27,2045,0,0,4,1,2,4,4,3,0.13,0,0,3,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,1009,0,1,1,4,3,3,4,3,0.11,0,5,10,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33,3348,0,1,10,1,3,1,1,3,0.11,0,3,3,3,2,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1281,1,1,1,3,2,3,3,3,0.18,2,3,3,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23,2819,1,2,3,1,4,1,1,4,0.16,1,3,4,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,4851,1,0,3,4,4,2,3,3,0.22,1,4,8,3,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
38,4028,0,0,7,4,2,4,1,3,0.2,0,2,7,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
29,2720,2,1,10,2,1,4,4,3,0.18,1,5,1,4,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48,8120,1,3,2,2,4,2,4,3,0.12,0,3,2,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
27,4647,2,1,6,4,4,4,2,3,0.2,2,3,3,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
37,4680,0,3,1,4,4,4,1,3,0.17,0,2,10,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,3221,1,1,20,4,4,3,3,3,0.11,3,3,28,1,1,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
34,8621,0,1,8,4,2,2,2,4,0.14,0,3,9,3,1,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24,4577,0,9,2,1,3,3,1,3,0.14,0,3,3,2,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
39,4553,0,1,20,4,2,3,1,3,0.11,0,4,2,4,1,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,5396,0,1,10,4,3,4,4,2,0.12,0,2,10,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
50,6796,1,3,4,2,3,3,1,3,0.14,1,4,8,2,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38,7625,0,0,9,2,4,4,3,2,0.13,0,4,1,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
27,7412,1,1,9,3,3,1,4,3,0.11,0,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
32,11159,0,3,7,3,3,4,4,3,0.15,0,6,3,2,1,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
47,4960,0,2,7,4,3,1,4,3,0.12,0,2,14,4,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
40,10475,1,5,18,4,2,1,3,3,0.21,1,2,5,4,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
53,14814,1,3,5,3,4,3,3,3,0.19,0,3,7,3,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
41,19141,2,3,21,2,2,4,2,2,0.15,3,2,10,4,1,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
60,5405,0,8,2,1,3,1,4,3,0.14,0,1,16,4,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
27,8793,2,1,9,4,3,1,3,2,0.21,2,4,10,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
41,19189,1,1,22,4,2,3,2,3,0.12,1,3,1,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
50,3875,1,7,2,4,3,2,4,3,0.15,1,2,8,4,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
28,2216,0,7,7,1,1,2,4,3,0.13,0,4,1,2,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,11713,1,9,8,1,4,1,1,3,0.14,1,2,8,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
38,7861,0,4,1,3,3,3,4,4,0.14,0,4,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
44,3708,0,2,5,1,1,3,3,3,0.14,0,5,24,3,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
47,13770,2,9,22,4,3,3,4,2,0.12,2,2,3,3,2,11,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
30,5304,2,7,8,3,3,4,4,2,0.23,1,2,27,5,1,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
29,2642,0,1,1,3,3,3,3,3,0.11,0,6,10,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
42,2759,2,6,2,3,4,3,4,3,0.12,0,2,19,3,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,6804,1,3,2,4,2,4,3,3,0.18,1,5,15,3,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
34,6142,0,3,5,2,3,3,4,3,0.11,0,2,8,2,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23,2500,1,1,4,2,3,1,4,4,0.14,1,2,9,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
39,6389,1,9,8,3,4,2,3,1,0.15,1,3,3,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
56,11103,1,7,10,3,3,4,3,2,0.11,0,1,9,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
40,2342,0,0,4,4,2,4,4,2,0.2,0,2,2,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,6811,0,8,7,4,2,1,1,1,0.19,0,2,7,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29,2297,2,1,2,4,3,2,4,3,0.14,2,2,10,3,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
53,2450,0,2,2,4,3,4,4,3,0.17,0,4,6,3,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35,5093,2,2,1,4,3,1,1,4,0.11,1,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
32,5309,1,1,10,1,3,4,4,3,0.15,2,2,24,4,2,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
38,3057,1,6,1,4,3,3,2,1,0.13,1,0,2,5,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34,5121,2,3,0,2,3,1,3,3,0.14,1,3,8,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
52,16856,1,1,34,3,2,1,1,4,0.11,0,3,3,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,2686,0,1,10,4,3,4,3,2,0.13,0,2,1,4,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6180,0,1,6,3,3,4,2,2,0.23,0,5,26,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
45,6632,0,0,8,2,1,3,1,3,0.13,0,3,2,2,1,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,3505,0,1,2,1,4,3,4,3,0.18,0,3,10,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
