id,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
1028,35,m,3917,divorcé(e),consulting,consultant,1,80,3,3,2,2,3,1,4,1,2,4,non,0.2,non,1,4,1,10,3,autre,y,occasionnel,1,2
1029,42,m,18303,marié(e),commercial,senior manager,6,80,21,1,0,4,3,5,3,2,4,3,non,0.13,non,0,3,1,5,2,marketing,y,occasionnel,0,0
1030,50,m,2380,marié(e),consulting,consultant,4,80,8,1,0,1,3,1,4,2,3,3,non,0.18,non,0,5,1,9,3,infra & cloud,y,occasionnel,0,0
1032,59,f,13726,célibataire,consulting,tech lead,3,80,30,5,3,3,2,4,4,1,3,3,oui,0.13,non,0,4,1,2,3,infra & cloud,y,occasionnel,4,3
1033,37,f,4777,marié(e),consulting,manager,5,80,15,1,0,1,1,2,2,1,1,3,non,0.15,oui,0,2,1,11,2,transformation digitale,y,occasionnel,0,0
1034,55,m,6385,marié(e),consulting,manager,3,80,17,8,7,3,3,2,2,4,3,3,oui,0.14,non,2,3,1,18,4,transformation digitale,y,frequent,6,7
1035,41,f,19973,divorcé(e),consulting,directeur technique,1,80,21,21,16,2,1,5,3,2,3,4,non,0.22,non,2,3,1,7,1,infra & cloud,y,aucun,5,10
1036,38,m,6861,célibataire,commercial,cadre commercial,8,80,19,1,0,2,3,2,4,3,3,3,oui,0.12,non,0,1,1,3,4,infra & cloud,y,occasionnel,0,0
1037,26,m,4969,célibataire,commercial,cadre commercial,8,80,7,2,2,2,1,2,1,4,3,3,non,0.18,oui,0,6,1,29,2,transformation digitale,y,aucun,2,2
1038,52,f,19845,marié(e),commercial,senior manager,1,80,33,32,14,1,1,5,4,4,3,3,non,0.15,oui,1,3,1,2,1,marketing,y,occasionnel,6,9
1039,44,f,13320,marié(e),commercial,cadre commercial,3,80,23,12,11,4,4,4,4,3,3,3,oui,0.18,non,1,2,1,28,3,transformation digitale,y,occasionnel,11,11
1040,50,f,6347,marié(e),commercial,cadre commercial,0,80,19,18,7,4,3,2,3,1,3,3,non,0.12,non,1,3,1,1,3,infra & cloud,y,aucun,0,13
1042,36,f,2743,célibataire,consulting,consultant,1,80,18,17,13,3,4,1,1,3,3,3,non,0.16,oui,0,1,1,16,4,infra & cloud,y,occasionnel,15,14
1043,39,f,10880,célibataire,consulting,tech lead,1,80,21,21,6,4,3,3,1,3,3,3,oui,0.13,non,0,2,1,22,3,transformation digitale,y,frequent,2,8
1044,33,f,2342,célibataire,commercial,représentant commercial,0,80,3,2,2,2,2,1,4,4,2,3,non,0.19,non,0,2,1,8,1,infra & cloud,y,aucun,2,2
1045,45,f,17650,marié(e),commercial,senior manager,3,80,26,9,3,4,3,4,4,2,4,3,non,0.13,non,1,4,1,11,2,infra & cloud,y,occasionnel,1,1
1046,32,f,4025,célibataire,consulting,consultant,9,80,10,8,7,4,3,1,3,2,3,3,non,0.12,non,0,2,1,29,4,transformation digitale,y,aucun,7,7
1047,34,m,9725,divorcé(e),commercial,cadre commercial,0,80,16,15,1,2,4,2,4,4,2,3,non,0.11,non,1,2,1,1,4,marketing,y,occasionnel,0,9
1048,59,m,11904,marié(e),commercial,senior manager,3,80,14,6,4,2,3,3,4,3,1,3,oui,0.14,non,1,1,1,1,2,entrepreunariat,y,occasionnel,0,4
1049,45,m,2177,célibataire,ressources humaines,ressources humaines,1,80,6,6,3,2,3,1,2,1,3,3,non,0.16,non,0,3,1,24,4,transformation digitale,y,occasionnel,0,4
1050,53,f,7525,marié(e),commercial,cadre commercial,2,80,30,15,7,3,2,3,2,1,3,3,non,0.12,non,1,2,1,2,3,marketing,y,frequent,6,12
1052,36,m,4834,divorcé(e),consulting,consultant,7,80,9,1,0,1,3,2,3,2,2,3,non,0.14,oui,1,3,1,15,3,autre,y,occasionnel,0,0
1053,26,m,2042,marié(e),consulting,assistant de direction,6,80,6,3,2,1,3,1,1,2,3,3,oui,0.14,oui,1,2,1,2,3,infra & cloud,y,frequent,1,2
1055,34,f,2220,marié(e),commercial,représentant commercial,1,80,1,1,1,3,3,1,3,4,3,3,oui,0.19,non,1,2,1,10,4,infra & cloud,y,occasionnel,0,0
1056,28,m,1052,marié(e),commercial,représentant commercial,1,80,1,1,0,4,3,1,2,2,3,4,non,0.22,non,0,5,1,10,1,transformation digitale,y,occasionnel,0,0
1060,38,m,2821,marié(e),consulting,assistant de direction,3,80,8,2,2,3,3,1,3,1,3,3,non,0.16,non,1,2,1,3,4,autre,y,frequent,2,2
1061,50,m,19237,marié(e),consulting,directeur technique,2,80,29,8,1,2,3,5,3,4,2,3,oui,0.11,non,1,2,1,2,4,transformation digitale,y,occasionnel,7,7
1062,37,f,4107,célibataire,consulting,manager,3,80,8,4,3,4,3,2,2,1,2,3,non,0.15,non,0,3,1,3,3,autre,y,occasionnel,0,1
1066,40,m,8396,marié(e),commercial,cadre commercial,1,80,8,7,7,3,3,2,1,2,2,3,non,0.14,non,1,3,1,26,3,marketing,y,occasionnel,7,5
1068,26,f,2007,divorcé(e),consulting,assistant de direction,1,80,5,5,3,1,2,1,3,3,3,3,non,0.13,non,2,5,1,1,1,transformation digitale,y,frequent,1,3
1069,46,m,19627,divorcé(e),consulting,directeur technique,9,80,23,2,2,4,3,5,4,4,3,3,non,0.17,non,2,0,1,1,4,transformation digitale,y,occasionnel,2,2
1070,54,f,10686,marié(e),commercial,cadre commercial,6,80,13,9,4,3,2,3,3,2,3,3,non,0.11,non,1,4,1,2,4,infra & cloud,y,occasionnel,7,0
1071,56,f,2942,marié(e),consulting,assistant de direction,2,80,18,5,4,1,3,1,3,2,3,3,non,0.19,non,1,4,1,9,3,transformation digitale,y,frequent,0,3
1073,36,f,8858,célibataire,consulting,tech lead,0,80,15,14,8,4,2,3,4,2,2,3,non,0.11,non,0,2,1,12,5,transformation digitale,y,occasionnel,7,8
1074,55,m,16756,célibataire,consulting,senior manager,7,80,31,9,7,3,2,4,1,2,4,3,non,0.15,non,0,3,1,2,1,transformation digitale,y,aucun,6,2
1076,43,m,10798,divorcé(e),commercial,cadre commercial,5,80,18,1,0,3,2,3,4,3,3,3,non,0.13,non,1,5,1,25,3,transformation digitale,y,occasionnel,0,0
1077,20,f,2323,célibataire,commercial,représentant commercial,1,80,2,2,2,4,3,1,4,2,3,3,oui,0.14,oui,0,3,1,9,3,marketing,y,frequent,0,2
1079,21,f,1416,célibataire,consulting,consultant,1,80,1,1,0,3,2,1,1,1,2,3,non,0.13,oui,0,6,1,10,3,infra & cloud,y,occasionnel,1,0
1080,46,f,4615,divorcé(e),consulting,assistant de direction,8,80,19,16,13,4,2,2,1,1,3,4,oui,0.23,non,3,2,1,8,4,infra & cloud,y,occasionnel,1,7
1081,51,m,2461,marié(e),consulting,assistant de direction,9,80,18,10,0,1,3,1,3,3,4,3,oui,0.12,oui,3,2,1,4,4,infra & cloud,y,occasionnel,2,7
1082,28,m,8722,célibataire,consulting,manager,1,80,10,10,7,2,2,3,1,1,2,3,non,0.12,oui,0,2,1,24,2,entrepreunariat,y,aucun,1,9
1083,26,m,3955,marié(e),consulting,consultant,1,80,6,5,3,1,2,1,1,1,3,3,non,0.16,non,2,2,1,1,2,transformation digitale,y,occasionnel,1,3
1084,30,m,9957,marié(e),consulting,tech lead,0,80,7,6,2,3,3,2,1,3,2,3,non,0.15,non,1,1,1,20,3,autre,y,occasionnel,0,2
1085,41,f,3376,marié(e),consulting,assistant de direction,1,80,10,10,6,2,4,1,3,3,3,3,non,0.13,non,0,3,1,7,2,entrepreunariat,y,occasionnel,0,8
1088,38,f,8823,marié(e),consulting,manager,0,80,20,19,9,3,2,3,3,1,2,3,non,0.18,non,1,4,1,17,1,infra & cloud,y,occasionnel,1,9
1092,40,m,10322,marié(e),consulting,manager,4,80,14,11,10,1,3,3,4,4,3,4,non,0.2,non,1,6,1,20,4,entrepreunariat,y,occasionnel,11,1
1094,27,m,4621,marié(e),consulting,consultant,1,80,3,3,2,1,1,1,3,4,3,3,non,0.19,non,3,4,1,8,5,infra & cloud,y,aucun,1,2
1096,55,m,10976,marié(e),consulting,tech lead,3,80,23,3,2,4,3,3,2,2,3,3,non,0.18,non,1,4,1,2,1,infra & cloud,y,frequent,1,2
1097,28,f,3660,célibataire,consulting,assistant de direction,3,80,10,8,7,3,3,2,3,4,4,3,non,0.13,non,0,4,1,10,3,autre,y,occasionnel,1,7
1098,44,m,10482,marié(e),ressources humaines,ressources humaines,9,80,24,20,6,2,2,3,1,4,3,3,non,0.14,oui,1,1,1,1,2,transformation digitale,y,occasionnel,3,6
1099,33,m,7119,divorcé(e),consulting,manager,4,80,9,3,2,4,2,3,4,3,3,3,non,0.15,non,1,2,1,5,3,infra & cloud,y,occasionnel,1,2
1100,35,m,9582,célibataire,commercial,cadre commercial,0,80,9,8,7,4,3,3,1,1,3,4,oui,0.22,oui,0,2,1,4,3,entrepreunariat,y,occasionnel,4,7
1101,33,f,4508,célibataire,consulting,assistant de direction,1,80,14,13,7,1,2,2,3,2,3,4,non,0.22,oui,0,4,1,29,4,transformation digitale,y,frequent,3,8
1102,28,m,2207,divorcé(e),consulting,consultant,1,80,4,4,2,1,3,1,3,4,2,3,non,0.16,non,1,5,1,15,2,infra & cloud,y,occasionnel,2,2
1103,34,m,7756,célibataire,consulting,manager,0,80,7,6,2,1,3,2,4,3,2,3,non,0.17,non,0,1,1,3,1,infra & cloud,y,frequent,0,4
1105,37,f,6694,divorcé(e),commercial,cadre commercial,2,80,8,1,0,4,2,2,4,3,3,3,oui,0.14,non,3,5,1,10,4,infra & cloud,y,occasionnel,0,0
1106,25,m,3691,marié(e),consulting,consultant,1,80,7,7,7,4,3,1,4,2,4,3,oui,0.15,oui,1,3,1,4,1,entrepreunariat,y,occasionnel,5,6
1107,26,m,2377,divorcé(e),consulting,consultant,1,80,1,1,1,1,3,1,3,3,2,4,non,0.2,oui,1,0,1,21,3,transformation digitale,y,occasionnel,0,0
1108,33,m,2313,célibataire,consulting,assistant de direction,4,80,5,2,2,1,2,1,2,2,3,4,oui,0.2,oui,0,0,1,25,3,transformation digitale,y,occasionnel,2,2
1109,42,m,17665,marié(e),consulting,senior manager,0,80,23,22,6,4,3,4,1,4,3,3,non,0.17,non,1,3,1,2,2,transformation digitale,y,occasionnel,13,7
1111,28,m,2596,divorcé(e),consulting,consultant,1,80,1,1,0,1,2,1,2,1,3,3,non,0.15,oui,2,2,1,1,3,transformation digitale,y,frequent,0,0
1113,50,m,4728,célibataire,commercial,cadre commercial,3,80,5,0,0,4,3,2,3,4,3,3,oui,0.14,oui,0,4,1,1,4,autre,y,frequent,0,0
1114,33,f,4302,marié(e),commercial,cadre commercial,0,80,4,3,2,4,3,2,2,3,3,3,non,0.17,non,1,3,1,7,3,infra & cloud,y,frequent,0,2
1115,34,m,2979,marié(e),consulting,assistant de direction,3,80,6,0,0,3,2,1,4,4,3,3,non,0.17,non,3,2,1,3,4,infra & cloud,y,aucun,0,0
1116,48,m,16885,célibataire,consulting,senior manager,2,80,27,5,4,1,4,4,4,3,2,4,non,0.22,non,0,3,1,1,4,transformation digitale,y,aucun,2,1
1117,45,f,5593,marié(e),commercial,cadre commercial,1,80,15,15,10,2,2,2,3,4,3,3,non,0.13,non,1,2,1,9,4,infra & cloud,y,aucun,4,12
1118,52,m,10445,célibataire,consulting,manager,7,80,18,8,6,2,3,3,2,4,3,3,non,0.19,non,0,4,1,7,4,infra & cloud,y,occasionnel,4,0
1119,38,m,8740,divorcé(e),commercial,cadre commercial,0,80,9,8,7,3,2,3,3,2,3,3,oui,0.14,non,2,2,1,10,4,marketing,y,occasionnel,2,7
1120,29,f,2514,divorcé(e),consulting,assistant de direction,4,80,11,7,5,3,3,1,4,1,3,4,non,0.22,non,1,1,1,28,4,infra & cloud,y,occasionnel,1,7
1121,28,f,7655,divorcé(e),consulting,tech lead,0,80,10,9,7,4,3,3,2,2,2,3,non,0.17,non,3,3,1,3,3,transformation digitale,y,occasionnel,1,7
1124,46,m,17465,marié(e),commercial,senior manager,3,80,23,12,9,1,3,4,3,4,3,3,non,0.12,non,1,3,1,3,1,marketing,y,occasionnel,4,9
1125,38,m,7351,célibataire,commercial,cadre commercial,7,80,10,1,0,4,3,3,2,3,3,3,non,0.16,non,0,2,1,2,2,marketing,y,occasionnel,0,0
1126,43,f,10820,marié(e),consulting,tech lead,8,80,18,8,7,3,3,3,1,3,3,3,non,0.11,non,1,1,1,27,3,infra & cloud,y,frequent,0,1
1127,39,m,12169,divorcé(e),consulting,manager,7,80,21,18,7,1,3,4,4,4,3,3,non,0.11,oui,3,4,1,2,3,infra & cloud,y,frequent,11,5
1128,40,m,19626,célibataire,consulting,directeur technique,1,80,21,20,7,3,2,5,3,1,4,3,non,0.14,non,0,2,1,14,3,transformation digitale,y,occasionnel,4,9
1131,21,f,2070,célibataire,consulting,assistant de direction,1,80,2,2,2,4,2,1,2,3,4,3,oui,0.11,non,0,6,1,1,1,entrepreunariat,y,occasionnel,2,2
1132,39,m,6782,célibataire,consulting,consultant,9,80,9,5,4,3,3,2,2,3,2,3,non,0.15,non,0,2,1,9,3,infra & cloud,y,aucun,0,3
1133,36,m,7779,célibataire,consulting,tech lead,2,80,18,11,9,1,3,2,4,1,3,4,non,0.2,non,0,0,1,18,4,infra & cloud,y,aucun,0,9
1135,31,m,2791,marié(e),commercial,représentant commercial,0,80,3,2,2,3,4,1,4,1,3,3,non,0.12,non,1,4,1,20,3,infra & cloud,y,frequent,2,2
1136,28,m,3201,marié(e),consulting,assistant de direction,0,80,6,5,3,1,2,1,2,1,1,3,non,0.17,non,0,2,1,2,1,infra & cloud,y,occasionnel,0,4
1137,35,m,4968,divorcé(e),commercial,cadre commercial,1,80,5,5,2,4,3,2,4,4,3,3,non,0.11,non,1,3,1,11,2,marketing,y,frequent,0,2
1138,49,m,13120,marié(e),commercial,cadre commercial,6,80,22,9,8,4,2,4,2,2,3,3,non,0.17,non,1,3,1,8,4,entrepreunariat,y,occasionnel,2,3
1140,34,m,4033,célibataire,consulting,tech lead,2,80,5,3,2,4,3,2,3,4,2,3,non,0.11,non,0,3,1,2,2,infra & cloud,y,frequent,0,2
1143,29,f,3291,divorcé(e),consulting,assistant de direction,0,80,8,7,5,4,3,1,2,4,2,3,non,0.14,non,2,2,1,10,3,infra & cloud,y,frequent,1,1
1148,42,m,4272,célibataire,consulting,consultant,4,80,16,1,0,2,1,2,4,1,3,3,non,0.19,non,0,3,1,29,3,transformation digitale,y,occasionnel,0,0
1150,29,m,5056,marié(e),consulting,tech lead,1,80,10,10,7,2,2,2,4,3,2,3,oui,0.15,non,1,2,1,8,1,transformation digitale,y,occasionnel,1,2
1152,38,m,2844,marié(e),ressources humaines,ressources humaines,1,80,7,7,6,3,4,1,3,4,4,3,non,0.13,non,1,2,1,1,3,ressources humaines,y,occasionnel,5,0
1154,28,m,2703,divorcé(e),consulting,assistant de direction,1,80,3,3,1,3,2,1,3,4,3,3,oui,0.14,non,1,2,1,6,3,infra & cloud,y,frequent,0,2
1156,18,m,1904,célibataire,consulting,consultant,1,80,0,0,0,3,3,1,3,4,3,3,non,0.12,oui,0,0,1,8,1,transformation digitale,y,aucun,0,0
1157,33,f,8224,célibataire,commercial,cadre commercial,0,80,6,5,2,1,3,2,1,1,3,3,oui,0.17,oui,0,3,1,9,4,marketing,y,occasionnel,0,3
1158,41,m,4766,marié(e),consulting,consultant,3,80,6,1,0,2,3,1,4,1,3,3,oui,0.11,non,1,4,1,12,4,infra & cloud,y,occasionnel,0,0
1160,31,m,2610,marié(e),consulting,consultant,1,80,2,2,2,3,3,1,3,3,2,3,non,0.12,oui,1,5,1,15,3,transformation digitale,y,frequent,2,2
1161,37,f,5731,divorcé(e),consulting,manager,7,80,9,6,2,3,2,2,4,3,3,3,non,0.13,non,2,2,1,25,2,transformation digitale,y,occasionnel,1,3
1162,27,m,2539,marié(e),consulting,assistant de direction,1,80,4,4,2,4,2,1,3,3,3,3,non,0.13,non,1,0,1,6,3,infra & cloud,y,occasionnel,2,2
1163,34,f,5714,marié(e),commercial,cadre commercial,1,80,6,6,5,2,3,2,3,1,2,4,non,0.2,non,0,3,1,9,1,infra & cloud,y,occasionnel,1,3
1164,35,m,4323,célibataire,ressources humaines,ressources humaines,1,80,6,5,4,3,3,1,3,2,1,3,non,0.17,non,0,2,1,8,4,entrepreunariat,y,occasionnel,1,4
1165,29,f,7336,marié(e),commercial,cadre commercial,1,80,11,11,8,4,2,3,1,1,1,3,non,0.13,oui,1,3,1,23,1,infra & cloud,y,occasionnel,3,10
1166,40,f,13499,célibataire,consulting,directeur technique,9,80,20,18,7,2,3,3,3,3,2,3,non,0.17,non,0,3,1,9,4,transformation digitale,y,frequent,2,13
1167,42,m,13758,célibataire,commercial,cadre commercial,0,80,22,21,9,3,3,4,1,2,2,3,oui,0.12,oui,0,2,1,12,3,infra & cloud,y,frequent,13,14
1171,42,m,5155,célibataire,commercial,cadre commercial,7,80,9,6,4,2,3,2,1,4,4,3,non,0.13,non,0,3,1,4,4,marketing,y,occasionnel,1,5
1172,35,m,2258,marié(e),consulting,consultant,6,80,10,8,0,4,2,1,3,2,3,3,non,0.12,non,1,2,1,1,4,transformation digitale,y,occasionnel,1,7
1173,24,m,3597,célibataire,consulting,consultant,8,80,6,4,3,4,3,1,2,4,3,4,non,0.22,non,0,2,1,24,3,transformation digitale,y,occasionnel,1,2
1175,28,f,2515,marié(e),consulting,consultant,1,80,1,1,1,3,3,1,4,4,2,3,oui,0.11,oui,0,4,1,12,1,infra & cloud,y,occasionnel,0,0
1177,26,m,4420,marié(e),consulting,consultant,1,80,8,8,7,1,4,1,4,2,3,4,non,0.22,non,1,2,1,3,4,transformation digitale,y,occasionnel,0,7
1179,30,m,6578,marié(e),commercial,cadre commercial,1,80,10,10,3,3,2,2,3,1,3,3,non,0.18,non,1,3,1,10,3,marketing,y,occasionnel,1,4
1180,40,f,4422,marié(e),consulting,assistant de direction,3,80,16,1,1,3,2,2,4,4,1,3,oui,0.13,non,1,3,1,26,2,transformation digitale,y,frequent,0,0
1182,35,m,10274,divorcé(e),consulting,tech lead,2,80,15,7,7,3,2,3,2,2,4,3,non,0.18,non,1,2,1,2,3,infra & cloud,y,occasionnel,6,4
1184,34,m,5343,célibataire,consulting,manager,0,80,14,13,9,4,2,2,1,3,3,4,non,0.2,non,0,3,1,1,3,transformation digitale,y,frequent,4,9
1185,35,m,2376,marié(e),consulting,consultant,1,80,2,2,2,4,2,1,4,2,4,3,non,0.13,non,1,2,1,4,4,autre,y,frequent,2,2
1188,43,f,5346,célibataire,commercial,cadre commercial,8,80,7,4,3,1,1,2,3,2,2,3,non,0.13,oui,0,2,1,9,3,marketing,y,occasionnel,1,3
1190,32,f,2827,divorcé(e),commercial,représentant commercial,1,80,1,1,0,3,3,1,1,3,3,3,non,0.12,non,3,3,1,2,1,infra & cloud,y,aucun,0,0
1191,56,f,19943,divorcé(e),consulting,senior manager,4,80,28,5,2,4,3,5,1,4,3,3,non,0.13,non,1,2,1,4,4,entrepreunariat,y,occasionnel,4,2
1192,29,f,3131,marié(e),consulting,consultant,1,80,10,10,8,2,3,1,4,1,3,3,non,0.13,non,1,5,1,6,1,transformation digitale,y,occasionnel,0,8
1193,19,m,2552,célibataire,consulting,assistant de direction,1,80,1,1,1,3,3,1,1,3,3,4,non,0.25,non,0,4,1,9,2,infra & cloud,y,occasionnel,0,0
1195,45,f,4477,marié(e),consulting,assistant de direction,4,80,7,3,2,1,3,1,3,3,2,3,oui,0.19,non,1,2,1,7,3,transformation digitale,y,occasionnel,0,2
1196,37,f,6474,marié(e),consulting,tech lead,1,80,14,14,8,4,2,2,4,2,2,3,non,0.13,non,1,2,1,1,3,infra & cloud,y,occasionnel,3,11
1198,20,m,3033,célibataire,consulting,consultant,1,80,2,2,2,1,2,1,3,1,2,3,non,0.12,non,0,2,1,3,3,infra & cloud,y,occasionnel,1,2
1200,44,m,2936,célibataire,consulting,assistant de direction,1,80,6,6,4,3,3,1,3,3,3,3,oui,0.11,oui,0,4,1,10,4,infra & cloud,y,occasionnel,0,2
1201,53,f,18606,divorcé(e),consulting,senior manager,3,80,26,7,7,4,3,5,3,2,3,3,non,0.18,non,1,6,1,7,2,transformation digitale,y,occasionnel,4,7
1202,29,f,2168,marié(e),consulting,assistant de direction,0,80,6,5,4,2,1,1,4,1,2,3,oui,0.18,non,1,2,1,15,1,infra & cloud,y,occasionnel,1,3
1203,22,m,2853,marié(e),consulting,assistant de direction,0,80,1,0,0,3,2,1,4,2,3,3,oui,0.11,oui,1,5,1,3,4,infra & cloud,y,frequent,0,0
1204,46,f,17048,marié(e),commercial,senior manager,8,80,28,26,15,3,3,4,1,1,3,4,non,0.23,non,0,2,1,2,3,marketing,y,occasionnel,15,9
1206,44,m,2290,célibataire,consulting,assistant de direction,2,80,6,0,0,4,1,1,3,4,3,3,non,0.13,non,0,3,1,17,3,infra & cloud,y,aucun,0,0
1207,33,m,3600,marié(e),ressources humaines,ressources humaines,1,80,5,5,4,2,3,1,3,4,3,3,non,0.13,non,1,2,1,2,3,ressources humaines,y,occasionnel,1,4
1210,41,m,2107,divorcé(e),consulting,assistant de direction,6,80,5,1,0,1,2,1,1,1,1,3,non,0.17,oui,1,2,1,5,2,infra & cloud,y,aucun,0,0
1211,30,m,4115,divorcé(e),commercial,cadre commercial,8,80,8,4,3,3,3,2,1,3,3,3,non,0.19,non,3,3,1,29,4,infra & cloud,y,occasionnel,0,3
1212,40,m,4327,marié(e),commercial,cadre commercial,5,80,5,0,0,2,3,2,2,4,3,3,non,0.12,non,3,2,1,2,4,transformation digitale,y,frequent,0,0
1215,50,f,17856,marié(e),consulting,senior manager,2,80,32,2,2,4,3,4,1,3,3,4,non,0.22,non,1,3,1,2,3,transformation digitale,y,frequent,2,2
1216,28,m,3196,marié(e),consulting,consultant,1,80,6,6,5,4,2,1,1,3,3,3,non,0.12,non,3,2,1,19,4,transformation digitale,y,occasionnel,3,3
1217,46,m,19081,marié(e),consulting,directeur technique,5,80,25,4,2,4,3,5,2,1,3,3,non,0.11,non,1,2,1,15,2,infra & cloud,y,occasionnel,0,3
1218,35,m,8966,marié(e),commercial,cadre commercial,3,80,15,7,7,3,3,2,1,4,3,3,oui,0.15,non,3,2,1,17,4,infra & cloud,y,occasionnel,1,7
1219,24,f,2210,marié(e),consulting,consultant,1,80,1,1,0,4,3,1,2,1,1,3,non,0.13,oui,1,3,1,17,2,infra & cloud,y,occasionnel,0,0
1220,33,f,4539,marié(e),commercial,cadre commercial,1,80,10,10,7,2,3,2,3,1,2,3,non,0.12,non,1,3,1,25,3,transformation digitale,y,frequent,0,1
1221,36,m,2741,divorcé(e),consulting,consultant,1,80,7,7,7,3,1,1,3,3,3,3,non,0.14,non,1,4,1,6,4,infra & cloud,y,occasionnel,1,7
1224,30,m,3491,divorcé(e),consulting,consultant,1,80,10,10,7,3,3,2,3,1,2,3,non,0.13,non,3,4,1,7,4,infra & cloud,y,occasionnel,8,9
1225,44,m,4541,célibataire,consulting,assistant de direction,1,80,20,20,11,4,3,2,4,2,3,4,non,0.25,non,0,3,1,29,4,autre,y,occasionnel,13,17
1226,20,m,2678,célibataire,commercial,représentant commercial,1,80,2,2,1,3,4,1,4,4,3,3,non,0.17,non,0,2,1,21,3,marketing,y,occasionnel,2,2
1228,46,m,7379,divorcé(e),consulting,tech lead,2,80,12,6,3,4,3,2,4,3,2,3,non,0.11,non,1,3,1,2,4,entrepreunariat,y,occasionnel,1,4
1231,42,m,6272,marié(e),ressources humaines,ressources humaines,7,80,10,4,3,4,4,2,1,1,4,3,non,0.16,non,1,3,1,2,5,transformation digitale,y,aucun,0,3
1233,60,m,5220,divorcé(e),commercial,cadre commercial,0,80,12,11,7,2,4,2,4,2,3,3,oui,0.18,non,1,3,1,7,4,marketing,y,occasionnel,1,9
1234,32,f,2743,marié(e),consulting,consultant,1,80,2,2,2,3,2,1,2,3,3,4,non,0.2,non,1,2,1,13,3,autre,y,frequent,2,2
1235,32,f,4998,célibataire,consulting,assistant de direction,4,80,10,8,7,4,3,2,3,4,3,3,oui,0.14,non,0,2,1,2,2,infra & cloud,y,frequent,0,7
1237,36,f,10252,divorcé(e),consulting,tech lead,2,80,17,7,7,3,1,3,1,3,3,4,oui,0.21,non,1,2,1,1,3,entrepreunariat,y,occasionnel,7,7
1238,33,m,2781,marié(e),consulting,assistant de direction,0,80,15,14,10,1,3,1,4,2,3,3,non,0.13,non,1,5,1,9,3,transformation digitale,y,occasionnel,4,10
1239,40,f,6852,divorcé(e),commercial,cadre commercial,7,80,7,5,1,2,2,2,2,2,4,3,non,0.12,non,1,2,1,10,3,entrepreunariat,y,occasionnel,1,3
1240,25,m,4950,célibataire,commercial,cadre commercial,0,80,5,4,3,3,3,2,4,2,3,3,non,0.14,non,0,4,1,10,4,infra & cloud,y,occasionnel,1,1
1241,30,m,3579,marié(e),consulting,assistant de direction,0,80,12,11,9,4,3,1,2,1,3,4,oui,0.21,non,1,2,1,1,3,transformation digitale,y,occasionnel,5,7
1242,42,f,13191,marié(e),consulting,directeur technique,3,80,20,1,0,1,3,3,1,3,3,3,oui,0.17,non,0,6,1,26,5,transformation digitale,y,frequent,0,0
1243,35,f,10377,marié(e),commercial,cadre commercial,4,80,16,13,2,3,2,3,4,2,2,3,oui,0.11,non,1,6,1,8,2,marketing,y,aucun,4,12
1244,27,m,2235,marié(e),consulting,assistant de direction,1,80,9,9,7,1,3,1,1,4,2,3,oui,0.14,non,2,3,1,14,3,infra & cloud,y,occasionnel,6,8
1245,54,f,10502,divorcé(e),consulting,tech lead,7,80,33,5,4,4,3,3,3,1,1,3,non,0.17,non,1,2,1,1,4,infra & cloud,y,frequent,1,4
1246,44,f,2011,marié(e),consulting,assistant de direction,1,80,10,10,5,1,4,1,4,4,3,3,non,0.13,non,1,5,1,2,1,infra & cloud,y,occasionnel,7,7
1248,19,f,1859,célibataire,consulting,assistant de direction,1,80,1,1,1,1,2,1,2,2,4,4,oui,0.25,oui,0,2,1,10,3,transformation digitale,y,aucun,0,0
1249,29,f,3760,divorcé(e),consulting,assistant de direction,1,80,3,3,2,1,3,1,4,1,3,3,non,0.15,non,3,5,1,1,3,infra & cloud,y,occasionnel,1,2
1250,54,m,17779,marié(e),consulting,directeur technique,3,80,36,10,9,4,3,4,4,1,3,3,non,0.14,non,0,2,1,3,3,infra & cloud,y,occasionnel,0,9
1251,31,m,6833,marié(e),consulting,manager,1,80,6,6,5,3,3,2,1,4,2,3,oui,0.12,non,0,2,1,11,2,transformation digitale,y,occasionnel,0,1
1252,31,f,6812,célibataire,consulting,manager,1,80,10,10,9,3,2,2,1,2,3,3,non,0.19,non,0,2,1,24,3,transformation digitale,y,occasionnel,1,8
1254,59,f,5171,célibataire,commercial,cadre commercial,5,80,13,6,1,3,2,2,4,4,3,3,non,0.17,non,0,2,1,3,3,infra & cloud,y,occasionnel,0,5
1255,43,m,19740,marié(e),consulting,directeur technique,3,80,25,8,7,3,1,5,4,2,3,3,non,0.14,non,1,2,1,3,3,infra & cloud,y,occasionnel,0,7
